id,name,text,trans
0-chapter_name,,彼らの行く先,他们的去处
0-synopsis,,ハロウィンのお化けと戦うはずが、懐かれてしまったフェリ。「遊び方が間違っているのでは」と釈然としない様子のビィだったが、当のフェリは満更でもない様子。するとそこへ、帝国兵に追われる「迷子のジャック」が一行の側を駆けて行く。その様子がおかしいことに気付いた一行は、何が起きているのか確かめるべく迷子のジャックを追うのだった。,本该与万圣节的幽灵战斗，菲莉却被幽灵们喜爱上了。碧总觉得「这种玩耍方式是不是搞错了」，但菲莉本人却好像并不讨厌的样子。这时，被帝国士兵追赶的「迷路的杰克」从一行人身边跑了过去。察觉到情况有异的一行人，为了查明究竟发生了什么，便追赶起迷路的杰克。
0,パンプキンヘッド１,……♪,……♪
1,フェリ/菲莉,ふふ……\nよしよし……,呼呼……\n好啦好啦……
3,フェリ/菲莉,うわっ！\nこら！　ダメだぞ、\nいきなり飛びついてきちゃ。,哇！\n喂！不可以这样，\n突然就扑过来。
4,パンプキンヘッド２,……！　……！,……！……！
5,ビィ/碧,やれやれ……\nお化けと遊んであげるって、\nそーいうのもありなのかよ？,真是的……\n陪幽灵玩，\n也有这种玩法吗？
6,フェリ/菲莉,うーん……\nどうなんだろうな……,唔……\n该怎么说呢……
7,フェリ/菲莉,でも、こうしていると、\n意外と大人しいぞ？\n姬塔も撫でてみるか？,不过，像这样待着，\n意外地很乖巧呢？\n姬塔小姐要不要也摸摸看？
8,,シェロカルテに招かれ、\nハロウィンのお祭りに参加する\n姬塔一行。,受到谢洛卡鲁特的邀请，\n参加万圣节祭典的\n姬塔一行人。
9,,しかし、フェリは\nお化け達と戦うより先に\nお化け達に懐かれてしまっていた。,但是，菲莉\n在与幽灵们战斗之前\n就被幽灵们喜爱上了。
10,パンプキンヘッド１,……♪　……♪,……♪　……♪
11,フェリ/菲莉,こらこら！　やめろって！\nふふっ、くすぐったいだろ。,喂喂！住手！\n呼呼，很痒吧。
12,ルリア/露莉亚,ふふ……\nフェリちゃん、\nとっても楽しそうですね！,呼呼……\n菲莉，\n看起来很开心的样子呢！
13,ビィ/碧,まぁ……よろず屋の言ってた\nお祭りの楽しみ方とは\nちょっと違うけど……,嘛……杂货店老板说的\n祭典的享受方式\n好像有点不太一样……
14,ビィ/碧,へへっ……\nフェリの奴もお化けも楽しそうだし、\nこれはこれでありなのかもしんねーな！,嘿嘿……\n菲莉那家伙和幽灵们看起来都很开心，\n这样好像也没什么不好嘛！
15,フェリ/菲莉,ふふ……,呼呼……
16,フェリ/菲莉,…………,…………
17,フェリ/菲莉,なぁ、姬塔……\n姬塔は、\n疑問に思ったことはあるか？,呐，姬塔……\n姬塔小姐，\n有没有觉得哪里奇怪？
18,ビィ/碧,んん？\nどうしたんだよ？　急に……,嗯？\n怎么了？怎么突然……
19,フェリ/菲莉,彼らのような幽霊は、\nいったいどこから、\nやって来たんだろうな……,像他们这样的幽灵，\n究竟是从哪里，\n来的呢……
20,フェリ/菲莉,いったいいつから、\n彼らはこうしているんだろう……,究竟是从什么时候开始，\n他们就变成这样了呢……
21,フェリ/菲莉,いったい何年、何十年、何百年前から、\nこうして、\n境界に留まり続けているんだろうな……,究竟是从几年前，几十年前，几百年前开始，\n就这样，\n一直停留在境界之中呢……
22,フェリ/菲莉,あの霧深い島で\nずっと屋敷にひとりきりでいた\n私みたいに……,就像是被困在\n那个雾气弥漫的岛屿上\n独自一人待在宅邸里的\n我一样……
23,ビィ/碧,…………,…………
24,ルリア/露莉亚,え、えっと……,呃，那个……
26,フェリ/菲莉,なっ！？　なんだ！？,什么！？怎么回事！？
27,帝国兵/帝国士兵,おい！\nこっちに逃げたぞ！\n逃がすな！,喂！\n往这边跑了！\n别让他跑了！
28,ビィ/碧,うわっ！？\nな、なんで帝国の奴らが、\nここに居るんだ！？,哇！？\n为、为什么帝国的家伙，\n会在这里！？
29,フェリ/菲莉,いや……\nそれより何か様子が変だ……,不……\n比起那个，总觉得哪里不太对劲……
30,フェリ/菲莉,「迷子のジャック」は\nあの帝国兵達と、\n遊んでいるわけじゃないのか……？,「迷路的杰克」\n和那些帝国士兵，\n并不是在玩耍吗……？
31,ルリア/露莉亚,大変です……！\nり、理由はわからないけど、\n本当に怯えてるみたいです……！,不得了……！\n原、原因虽然不知道，\n但他看起来真的很害怕……！
32,フェリ/菲莉,ひとまず彼を助けよう……！\n詳しい話はそれからだ！,先救救他吧……！\n详细情况之后再说！
info,,,scene_chr213_q1_s10
译者,,,Gemini
