id,name,text,trans
0-chapter_name,,第5話 忍び寄る悪意,第五话 潜伏的恶意
0-synopsis,,スカジの怒りの感情を受けて凶暴化した空を飛ぶ魔物が、城壁を越えて城下町に現れた。姬塔達はノイシュと共に、城下町へと急ぐ。,受到斯卡蒂愤怒情感影响而变得凶暴化的飞行魔物，越过城墙出现在城下町。姬塔一行人与诺伊修一同，赶往城下町。
0,,憤怒の感情の塊である\nスカジの影響を受け、\nアルスター島の魔物は凶暴さを増す。,受到作为愤怒情感化身的\n斯卡蒂的影响，\n阿尔斯特岛的魔物变得愈发凶暴。
1,,城下町の周辺でもそれは例外ではなく、\n空を飛ぶ魔物があらわれたという報告が\n会議所に届けられた。,城下町周边也不例外，\n有报告称出现了飞行魔物，\n消息已经传到了会议室。
2,ノイシュ/诺伊修,すまない、姬塔殿。\n城下町に現れた魔物を倒すため\n助力を願えないだろうか。,抱歉，姬塔小姐。\n为了讨伐出现在城下町的魔物，\n能请你助我一臂之力吗？
3,ビィ/碧,街に魔物ぉ！？\n大変じゃねぇか、\n早く助けにいかねぇと！,街上出现了魔物！？\n这可不得了，\n得赶快去帮忙才行！
4,ルリア/露莉亚,行きましょう、姬塔！,我们走吧，姬塔！
5,ノイシュ/诺伊修,ありがとう。\nついてきてくれ！,谢谢。\n跟我来！
info,,,scene_evt150930_cp5_q1_s10
译者,,,Gemini
