id,trans
filename,scene_chr047_q2_s10
translator,Gemini
info,scene_chr047_q2_s10
11,真是的，一点都不坦率。\n……好，姬塔。\n我们把魔物打倒，去找丝带吧！
10,哼！只是一般论调罢了。\n比起那个，不要光顾着找丝带\n也要注意周围的警戒！魔物要来了。
9,不……虽然我们意见不同，\n但我很高兴波蕾米亚你\n也在为那孩子着想。
8,……你笑什么。
7,呵呵……
6,那孩子已经失去了母亲。\n更应该坚强地活下去。\n轻易的帮助，反而是阻碍。
5,一旦被溺爱，\n就会滋生依赖之心。\n最终吃苦的还是那孩子。
4,你说什么？\n为什么要说那种\n拒人千里之外的话！
3,不要那样，见谁都\n滥发善心。\n反而会造成困扰。
2,但是……\n对那孩子来说，\n那是非常重要的东西……
1,被魔物袭击也是\n几天前的事了吧？\n说不定已经面目全非了。
0,嗯……\n那孩子逃跑时经过的，\n应该是这条路才对……
0-synopsis,接受了少女的委托，<span>姬塔</span>一行正在拼命寻找丝带。但是，波蕾米亚断言，考虑到失去母亲而必须坚强活下去的少女的将来，不应该溺爱她。
0-chapter_name,为你而做的事
