id,trans
filename,scene_evt180809_cp6_q2_s10
translator,Gemini
info,scene_evt180809_cp6_q2_s10
18,嗯，谢谢！\n拜托你了，姬塔小姐！
17,不到最后一刻都不能松懈！\n嘛，如果发生什么事，就\n交给我们吧！
16,那么，就更要让演唱会成功才行！
15,如果能让大家重拾学园偶像的光辉，\n是不是就能让大家恢复正常呢？
14,只要有重新振作的契机和心灵的支柱，\n尼比鲁的力量或许就\n无法触及他们了。
13,不过，现在岛上的人们\n内心都变得坚强起来，\n已经摆脱了影响。
12,感觉有点可怕呢……
11,是啊。\n那就是它们的职责，\n或者说，它们就是这样被创造出来的。
10,也就是说，就算没有理由，\n也会做那种事？
9,大家都有自己的职责。\n虽然也有一些星晶兽\n会听我的话……
8,为什么要\n做这种事呢……
7,尼比鲁的敌意越来越强……\n虽然我不太明白，但感觉它\n是在为人们重新振作而感到悲伤……？
6,怎么说呢，感觉随着演唱会\n的临近，那种气息就越发强烈了。
5,是的。尼比鲁的力量\n还在这座岛上徘徊。
4,说起来，那家伙从那之后\n就销声匿迹了，\n但应该还在这座岛上吧？
3,不，不是啦……\n那个星晶兽，\n我有点在意。
2,喂喂，你很紧张吗？
1,…………
0-synopsis,随着演唱会临近，露莉亚逐渐感受到尼比鲁的敌意。对于千歌疑惑尼比鲁为何要夺走人们的希望，碧等人解释说，星晶兽被赋予了职责，生来就是要做这些事的。从现在岛上人们的状态来看，一行人推测，只要有重新振作的契机和心灵的支柱，尼比鲁的力量就无法触及他们，于是他们便鼓起干劲，争取让演唱会取得成功。
0-chapter_name,第六话 普通的女孩子
