id,name,text,trans
0-chapter_name,,第5話 青春熾烈物語,第5话 青春炽烈物语
0-synopsis,,ワーヒドゥを説得しようと意気込むアーテファ達。そこに突如タアロ寺院の大僧正が現れる。タアロ寺院を存続させるための寄付をくれたワーヒドゥに報いるため、大僧正は修行僧を一行にけしかけるのだった。,阿提法一行决心说服瓦希德。这时，塔阿罗寺院的大僧正突然出现。为了回报瓦希德为维持塔阿罗寺院所提供的捐款，大僧正派出了修行僧去对付他们。
1,,アーテファとタヴィーナの愛を\n余すところなく見せつけられたスタン。,斯坦被充分展示了阿提法和塔维娜之间的爱。
2,,そんな彼らに触発されたのか、\nスタンはアリーザとの再会を想い、\n心を躍らせる。,也许是受到了他们的触动，斯坦想着与阿莉扎的重逢，心中激动不已。
3,スタン/斯坦,…………,…………
4,シャーラ,正直……\nこの因縁は続いていくと\n諦めていたわ……,说实话……我已经放弃了，这段因缘会继续下去……
5,シャーラ,でも！　過去は変えられないけれど、\n未来は変えられるって\n貴方達を見て確信したわ。,但是！虽然过去无法改变，但看到你们让我确信未来是可以改变的。
6,シャーラ,必ずお父さんを説得しましょう……！,我们一定要说服父亲……！
7,アーテファ/阿提法,俺もタヴィーナも……\nまだ因縁と向き合ったばかりです。,我和塔维娜……才刚刚开始面对这段因缘。
8,アーテファ/阿提法,ワーヒドゥさんが何十年もの間、\nずっと向き合ってきた……その想いに\nどうやってぶつかればいいのか……,瓦希德先生几十年来一直面对着……这样的想法，该怎么去面对呢……
9,アーテファ/阿提法,それでも……\n俺はタヴィーナとふたりで\nワーヒドゥさんを説得してみせます！,即便如此……我一定会和塔维娜一起说服瓦希德先生！
10,,アーテファとタヴィーナが\n見つめ合ったそのとき、\n屋敷の扉が乱暴に開け放たれる。,就在阿提法和塔维娜对视的那一刻，屋子的门被粗暴地打开了。
13,大僧正,…………,…………
14,シャーラ,大僧正様、いきなりなんなんですの！？,大僧正大人，您突然这样做是干什么！？
15,大僧正,奥様、申し訳ありません。\nですが危急のとき、ご容赦頂きたい。,夫人，非常抱歉。但请宽恕我，因为这是紧急时刻。
16,シャーラ,落ち着いてくださいな。\n夫には私から説明しますわ。\nですから一旦ここは……,请冷静一下。我会向我丈夫解释的。所以请您先……
17,大僧正,失礼。,失礼了。
18,,大僧正はシャーラの言葉を聞き流すと、\n修行僧を引き連れ、\nアーテファの前に進み出る。,大僧正无视了莎拉的话，带着修行僧们走到阿提法面前。
19,大僧正,君がカウィの息子だったとは。,你就是卡维的儿子吗。
20,アーテファ/阿提法,争う気はねぇよ。だからよ……\nそこのいきり立った僧達を\n連れ帰ってくれねぇかな。,我不想争斗。所以……能不能把那些激动的僧侣带回去。
21,大僧正,君個人に恨みなどない。\nだが恩に報いるためにも、\nやらねばならぬのだ。,我对你个人没有怨恨。但为了报恩，我必须这么做。
22,大僧正,ワーヒドゥの寄付が無ければ\nタアロ寺院はなくなっていたからね。,没有瓦希德的捐款，塔阿罗寺院可能早已不存在了。
23,大僧正,アーテファ、君のために祈ろう。\nできるだけ……\n痛みを感じぬように。,阿提法，我会为你祈祷。尽量……让你感觉不到痛苦。
25,,大僧正が目線を送ると、\n修行僧達は規律の整った素早い動きで、\n一行をぐるりと取り囲むのだった。,大僧正目光一送，修行僧们便迅速而有序地将一行人团团围住。
info,,,scene_evt190828_cp5_q4_s10
译者,,,gpt-4o-2024-08-06
