id,name,text,trans
0-chapter_name,,アーサー、見習いデイズ,亚瑟，见习日记
1,,なかなか起きてこない\nアーサーの様子を見に\n部屋を訪れた姬塔だったが……,姬塔前往房间查看迟迟不醒来的亚瑟的情况……
2,アーサー/亚瑟,んん……ぉは、よ……\n姬塔さん……,嗯嗯……早，上好……姬塔小姐……
3,アーサー/亚瑟,俺、今日は……,我，今天……
4,アーサー/亚瑟,ぐぅ……,呼……
4-sel1_txt,,大声を出す,大声喊他
4-sel2_txt,,モルドレッドを呼ぶ,叫莫德雷德
4-sel3_txt,,揺さぶる,摇晃他
5,アーサー/亚瑟,んん……？\nだいじょぶ……だい、じょ…………,嗯嗯……？没事……没，事…………
6,アーサー/亚瑟,ぐぅ……ぐぅ……,呼……呼……
8,,アーサーの信頼度が５０あがった！,亚瑟的信赖度提升了50！
14,モルドレッド/莫德雷德,はぁ……またか。\n仕方ねーなぁ。,哈……又来了。没办法啊。
15,モルドレッド/莫德雷德,こういう時はな、\nここにミントのハーブを塗って……,这种时候呢，把薄荷草药涂在这里……
16,モルドレッド/莫德雷德,押すっ！,按下去！
18,アーサー/亚瑟,ふわああぁぁっ！！\nおはようございます！！,哇啊啊啊啊！！早上好！！
19,モルドレッド/莫德雷德,ほら。こうすると、コイツは起きる。\n姬塔さんにも\nこのハーブ渡しときます。,看吧。这样做的话，这家伙就会醒了。姬塔小姐也拿着这草药吧。
21,,アーサーの信頼度が１００あがった！,亚瑟的信赖度提升了100！
24,アーサー/亚瑟,んあ……あ？\nはい、わかりました……はい……,嗯啊……啊？嗯，我知道了……嗯……
25,アーサー/亚瑟,それでは、おやすみ……な、さい……,那么，晚安……晚，安……
26,アーサー/亚瑟,ぐぅ……すぅ……,呼……呼……
28,,アーサーの信頼度が７５あがった！,亚瑟的信赖度提升了75！
info,,,scene_evt171130_trust9
译者,,,gpt-4o-2024-08-06
