id,name,text,trans
0-chapter_name,,第5話 大聖堂の死闘,第五话 大圣堂的死斗
0-synopsis,,光の巨人と呼ばれる星晶獣、ヘカトンケイルは人間への憎しみを依り代に顕現しようとしていた。それを止めるため、一行はゴブリン達と相対する。ゴブリンキングはゴブリンを全空の支配者とすることが人間からゴブリンとなった自らの使命なのだと語り、一行を驚愕させるのだった。,被称为光之巨人的星晶兽，赫卡托恩凯尔斯正试图以对人类的憎恨为依托显现。为了阻止它，一行人与哥布林们对峙。哥布林王说到，让哥布林成为全空之主，就是他从人类变成哥布林的使命，令一行人震惊不已。
0,ルリア/露莉亚,ダメ……！	\nこのままでは光の巨人が	\n目覚めてしまいます！	,不行……！这样下去光之巨人就要觉醒了！
1,ゴブリンキング,星晶獣ヘカトンケイル。	\n人間どもが光の巨人と呼ぶもの。	,星晶兽赫卡托恩凯尔斯。被人类称为光之巨人的东西。
2,ゴブリンキング,ヘカトンケイルは	\nその御手に宿す光を以て	\nあらゆる闇を打ち消す星晶獣。	,赫卡托恩凯尔斯是凭借寄宿于其手中的光芒，将所有黑暗都消除的星晶兽。
3,ゴブリンキング,我ら同胞の人間を憎む想いに呼応して、\n今まさに顕現しようとしている。	,它回应着我们同胞对人类的憎恨，现在正要显现。
4,ゴブリンキング,そうして……人間たちの中に\n秘めたる闇もろとも打ち消すべく\nヘカトンケイルは覚醒するのだ。	,然后……为了将人类心中隐藏的黑暗也一并消除，赫卡托恩凯尔斯将要觉醒。
5,ルリア/露莉亚,ひどい……	\nそんな悲しいことをさせるために	\n星晶獣を覚醒させるなんて！	,太过分了……竟然为了做这种悲伤的事情让星晶兽觉醒！
6,ビィ/碧,んなことさせるかぁー！	\n姬塔！　まずは儀式中の	\nゴブリンを片づけるぞぉ！	,才不会让你得逞呢！姬塔！我们先把仪式中的哥布林解决掉！
7,ゴブリンキング,邪魔はさせん！	\nヘカトンケイルの力をもって	\n祖国に復讐し、王座を奪還する！	,休想妨碍我！我要借助赫卡托恩凯尔斯的力量向祖国复仇，夺回王座！
8,ゴブリンキング,メネアの王座だけではない……！	\n人間全てを滅ぼし、ゴブリンこそが	\n全空の支配者であると知らしめる！	,不只是梅内亚的王座……！我要将所有人类都消灭，让世人知道哥布林才是全空之主！
9,ゴブリンキング,それがヒトからゴブリンへと成った……	\nワシの使命なのだ！！	,这就是我从人类变成哥布林的……使命！！
10,ルシウス/卢修斯,なんだと……？	,什么……？
11,ビィ/碧,アイツが人間ってどういうことだ！	,那家伙是人类是什么意思！
12,ゴブリンキング,さぁ、憎き人間ども……	\nこの程度で倒れてくれるなよ……	,来吧，可恶的人类们……可别就这么轻易地倒下啊……
info,,,scene_evt140831_cp5_q3_s20
译者,,,Gemini
