id,name,text,trans
1,ゴン,ふーっ、この世界、\n色んな魔物がいて面白いなー！,呼—，这个世界，\n有各种各样的魔物，真有趣啊—！
2,ビィ/碧,違う世界から来たってのに\nそんなにワクワクしてよぉ、\n適応能力が高いヤツだなぁ。,明明是从别的世界来的，\n却这么兴奋，\n适应能力还真强啊。
3,キルア,オレももう掴めてきたぜ、\nこの世界の全体像。,我也差不多掌握了，\n这个世界的全貌。
4,ゴン,ホント！？\nやっぱりキルアはすごいや！,真的吗！？\n奇犽你果然好厉害！
5,キルア,いや、ジョイステも\nやったことないゴンには、\nハンデだったと思うよ。,不，对于连游戏手柄\n都没用过的小杰来说，\n我觉得这有点吃亏。
6,キルア,ひとことで言うなら、ここは\n「剣と魔法のファンタジー世界」。\n似たようなソフト、昔クリアしたし。,一言以蔽之，这里就是\n「剑与魔法的奇幻世界」。\n类似的游戏，我以前也通关过。
7,キルア,こーいう世界って、\n大抵４大元素の属性相性とかが\nキモだったりするんだよなー,像这样的世界，\n关键通常都是四大元素的属性克制之类的东西吧—
8,ゴン,（オレ、ゲームって\nG.I.しかやったことないから\n全然わかんないな～……）,（我玩过的游戏\n只有G.I.，\n所以完全搞不懂啊～……）
9,キルア,プレイヤーが騎士になって\n姫を守ってラスボスを倒すのが\n定番のクリアルートだな。,玩家扮演骑士，\n保护公主，打倒最终BOSS，\n这是经典的通关路线。
10,ゴン,あっ、じゃあもしかして、\nそこの武器を持ってる人が騎士かな？,啊，那难道说，\n那边拿着武器的人就是骑士吗？
13,カシウス/卡西乌斯,俺のことを指しているのであれば、\n俺は騎士ではない。\n月の戦士だ。,如果你指的是我，\n我并非骑士。\n我是月之战士。
14,ゴン,月の？　戦士？,月之？　战士？
15,キルア,オッケー、月にも別世界があるヤツね。\nしっかし、ホントに\nゲームもパソコンも無いとはなー,OK，原来月亮上也有别的世界啊。\n不过，居然真的\n连游戏和电脑都没有啊—
16,カシウス/卡西乌斯,パソコンとはなんだ？,电脑是什么？
17,キルア,ん？　入力されたプログラムを処理して\n計算したり情報を表示したり……\nいや、プログラムの説明からか……？,嗯？　就是处理输入的程序，\n进行计算或显示信息……\n不对，得从程序开始解释吗……？
18,カシウス/卡西乌斯,ﾓﾆﾄﾄﾆﾗﾐ ﾄｶﾁｽｶ.,ﾓﾆﾄﾄﾆﾗﾐ ﾄｶﾁｽｶ.
19,キルア,<span class='scene-font-4'>うぇっ！？</span>\nなんだよ今の！？,<span class='scene-font-4'>呜欸！？</span>\n刚才那是什么！？
20,カシウス/卡西乌斯,月で通常使われる言語だ。\nお前の言うプログラムの\n類似形に当てはまると推測した。,这是月球上通常使用的语言。\n我推测它相当于\n你所说的程序的类似形式。
21,キルア,<span class='scene-font-4'>はああ！？</span>\n剣と魔法はどこ行ったよ！！,<span class='scene-font-4'>哈啊！？</span>\n剑与魔法都去哪了啊！！
22,ゴン,ま、まぁまぁ……\nえっと、キルアのことは\nホントに頼りにしてるからさ！,好啦，好啦……\n那个，奇犽，\n我真的很依赖你啊！
23,キルア,あ～～クソッ、\nもうちょいこの世界の情報集めてくる！,啊～～可恶，\n我再去收集一些这个世界的情报！
info,,,scene_evt250807_cp7_q1_s10
译者,,,Gemini
